Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Heart failure,I50,45-54,72,73,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Heart failure,I50,55-64,214,214,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Heart failure,I50,65-74,417,418,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Heart failure,I50,75-84,586,587,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Heart failure,I50,85+,688,688,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Heart failure,I50,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Heart failure,I50,All Ages,2005,2008,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,10,10,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,14,14,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,82,85,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,185,197,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,294,299,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,353,363,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,316,330,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1256,1300,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,25,27,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,42,43,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,135,145,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,281,308,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,380,411,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,431,455,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,305,331,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1607,1728,
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,25-34,34,34,
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,35-44,116,116,
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,45-54,374,375,
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,55-64,707,708,
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,65-74,1099,1099,
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,75-84,946,946,
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,85+,544,544,
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Sepsis,Sepsis,A40-A41,All Ages,3828,3830,
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,19,24,
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,54,64,
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,166,185,
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,284,335,
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,278,323,
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,195,219,
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1009,1164,
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,25-34,47,47,
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,35-44,187,189,
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,45-54,511,516,
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,55-64,1172,1182,
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,65-74,1699,1707,
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,75-84,1426,1433,
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,85+,781,783,
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Diabetes,Diabetes,E10-E14,All Ages,5827,5861,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,0-24,22,22,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,25-34,84,85,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,35-44,219,220,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,45-54,335,335,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,55-64,480,481,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,65-74,405,409,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,75-84,151,151,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,85+,28,28,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Obesity,Obesity,E65-E68,All Ages,1724,1731,
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,65-74,79,79,
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,75-84,323,323,
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,85+,604,604,
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Alzheimer disease,Alzheimer disease,G30,All Ages,1014,1014,
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,34,34,
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,210,210,
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,664,665,
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,1086,1087,
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1996,1998,
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,25-34,39,42,
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,35-44,125,130,
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,45-54,330,342,
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,55-64,692,723,
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,65-74,1087,1139,
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,75-84,961,1009,
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,85+,579,613,
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,Renal failure,Renal failure,N17-N19,All Ages,3818,4003,
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,10,19,
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,22,54,
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,34,69,
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,68,140,
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,136,270,
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,132,271,
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,104,210,
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,513,1050,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,40,68,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,118,202,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,279,447,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,777,1229,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,1753,2835,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,2772,4470,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,2867,4593,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,2350,3752,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,10956,17596,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,0-24,80,80,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,25-34,303,303,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,35-44,828,828,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,45-54,2160,2160,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,55-64,4503,4503,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,65-74,6962,6962,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,75-84,7306,7306,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,85+,6112,6112,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,TX,COVID-19,COVID-19,U071,All Ages,28254,28254,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,20,21,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,33,33,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,74,76,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,147,155,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,153,160,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,107,108,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,540,559,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,38,39,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,35,38,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,24,25,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,110,115,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,21,21,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,45,45,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,85,85,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,71,71,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,20,20,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,259,259,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,35-44,10,10,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,45-54,31,35,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,55-64,51,56,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,65-74,129,133,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,75-84,155,162,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,85+,114,120,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory failure,J96,All Ages,496,522,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,85+,12,12,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Respiratory arrest,R09.2,All Ages,34,34,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,14,15,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,27,28,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,16,16,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,17,18,
